filename,Ered,Ered_ag,SMILES,MPP_all(Angstrom),MPP_heavy(Angstrom)
E11_BzNSN_g16_sbo_neutral_BFremaing_p322,1.274145651,-2.575854349,CC(C)CC(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,0.854534,0.553669
E11_BzNSN_g16_sbo_neutral_BFremaing_p323,1.170408884,-2.679591116,CC(C)OC1N(C)c2cc3nsnc3cc2N1C,0.736544,0.368563
E11_BzNSN_g16_sbo_neutral_BFremaing_p324,1.252531954,-2.597468046,CCCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,0.742088,0.484916
E11_BzNSN_g16_sbo_neutral_BFremaing_p326,1.218035481,-2.631964519,COCCN1CN(C)c2c1cc1nsnc1c2OC,0.99914,0.599729
E11_BzNSN_g16_sbo_neutral_BFremaing_p327,1.093063521,-2.756936479,Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2CC(C)C,1.05482,0.61961
E11_BzNSN_g16_sbo_neutral_BFremaing_p328,1.275335044,-2.574664956,C/C([O-])=[N+](\c1c2c(cc3nsnc13)N(C)CN2C)C(C)C,1.316337,0.882616
E11_BzNSN_g16_sbo_neutral_BFremaing_p329,1.143861288,-2.706138712,CCN1CN(CC)c2c1c(C)c1nsnc1c2CC(C)C,1.280137,0.881234
E11_BzNSN_g16_sbo_neutral_BFremaing_p330,1.267383445,-2.582616555,CCC(C)N1c2cc3nsnc3cc2N(CC(C)C)C1OC,1.143491,0.805318
E11_BzNSN_g16_sbo_neutral_BFremaing_p331,1.148843078,-2.701156922,CN(C)CCN1CN(C)c2cc3nsnc3cc21,0.920066,0.555285
E11_BzNSN_g16_sbo_neutral_BFremaing_p333,1.152411256,-2.697588744,CCOCCN1c2cc3nsnc3cc2N(C)C1OCC,1.120193,0.758088
E11_BzNSN_g16_sbo_neutral_BFremaing_p334,1.159434687,-2.690565313,CCCN1CN(C)c2cc3nsnc3c(OCCOC)c21,0.977033,0.745817
E11_BzNSN_g16_sbo_neutral_BFremaing_p335,1.200296085,-2.649703915,CCN1CN(C)c2c1c(OC)c1nsnc1c2C,0.66538,0.298685
E11_BzNSN_g16_sbo_neutral_BFremaing_p336,1.205288488,-2.644711512,CCCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(CC)CN2C,1.110332,0.777145
E11_BzNSN_g16_sbo_neutral_BFremaing_p337,1.219792767,-2.630207233,CCC(C)N1c2c(cc3nsnc3c2C)N(C(C)C)C1OC,1.220285,0.815372
E11_BzNSN_g16_sbo_neutral_BFremaing_p339,1.107008886,-2.742991114,CC(C)COC1N(C)c2cc3nsnc3cc2N1C(C)C,1.077321,0.759145
E11_BzNSN_g16_sbo_neutral_BFremaing_p340,1.094547065,-2.755452935,Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2CC(C)C,1.055058,0.638662
E11_BzNSN_g16_sbo_neutral_BFremaing_p341,1.128112922,-2.721887078,CCCOCCN1CN(C)c2cc3nsnc3c(C)c21,0.773038,0.371556
E11_BzNSN_g16_sbo_neutral_BFremaing_p342,1.267645215,-2.582354785,CCCc1c2c(c(OC)c3nsnc13)N(C)CN2CC,1.153797,0.727246
E11_BzNSN_g16_sbo_neutral_BFremaing_p343,1.055583362,-2.794416638,CCCN(C)c1c2c(cc3nsnc13)N(C)CN2CC,1.020212,0.602891
E11_BzNSN_g16_sbo_neutral_BFremaing_p344,1.175699246,-2.674300754,CCCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,0.855141,0.489461
E11_BzNSN_g16_sbo_neutral_BFremaing_p345,1.104540304,-2.745459696,CCCN1CN(C)c2cc3nsnc3c(N(C)CC(C)C)c21,0.985432,0.550905
E11_BzNSN_g16_sbo_neutral_BFremaing_p346,1.037051582,-2.812948418,CCCN1CN(CC)c2cc3nsnc3c(CC)c21,1.020862,0.637248
E11_BzNSN_g16_sbo_neutral_BFremaing_p347,1.164265456,-2.685734544,CCCN1c2c(cc3nsnc3c2OCC)N(C)C1OC,0.829486,0.533437
E11_BzNSN_g16_sbo_neutral_BFremaing_p348,1.097310886,-2.752689114,CCCN1CN(C(C)CC)c2cc3nsnc3c(OC)c21,1.204694,0.75714
E11_BzNSN_g16_sbo_neutral_BFremaing_p349,1.190110464,-2.659889536,CCOC1N(CC(C)C)c2cc3nsnc3c(C)c2N1CC,1.240895,0.826088
E11_BzNSN_g16_sbo_neutral_BFremaing_p350,1.077954341,-2.772045659,CCCN1CN(C)c2c1cc1nsnc1c2N(C)C,0.918123,0.493044
E11_BzNSN_g16_sbo_neutral_BFremaing_p351,1.255543667,-2.594456333,CCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,0.734674,0.485839
E11_BzNSN_g16_sbo_neutral_BFremaing_p352,1.162512524,-2.687487476,CCCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,0.85234,0.434015
E11_BzNSN_g16_sbo_neutral_BFremaing_p353,1.190058491,-2.659941509,CCOC1N(C)c2c(cc3nsnc3c2C(C)C)N1CC,1.011437,0.610797
E11_BzNSN_g16_sbo_neutral_BFremaing_p355,1.25334774,-2.59665226,CCCCOc1c2c(c(OC)c3nsnc13)N(C)CN2C,0.850156,0.551537
E11_BzNSN_g16_sbo_neutral_BFremaing_p356,1.124811411,-2.725188589,COC1N(C)c2cc3nsnc3c(C)c2N1C,0.675914,0.420526
E11_BzNSN_g16_sbo_neutral_BFremaing_p357,1.096344623,-2.753655377,CCN(CCN1CN(C)c2cc3nsnc3cc21)C(C)C,1.018511,0.634609
E11_BzNSN_g16_sbo_neutral_BFremaing_p358,1.166871726,-2.683128274,CCOCCN1CN(C)c2cc3nsnc3cc21,0.940492,0.595807
E11_BzNSN_g16_sbo_neutral_BFremaing_p359,1.222076314,-2.627923686,CCN1CN(C)c2c1cc1nsnc1c2/[N+](=C(\C)[O-])C(C)C,1.306966,0.888845
E11_BzNSN_g16_sbo_neutral_BFremaing_p360,1.026301877,-2.823698123,CCN(C)c1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.197509,0.739889
E11_BzNSN_g16_sbo_neutral_BFremaing_p361,1.271390537,-2.578609463,CCC/[N+](=C(\[O-])CC)c1c2c(cc3nsnc13)N(C)CN2C,1.711653,1.351472
E11_BzNSN_g16_sbo_neutral_BFremaing_p362,1.210641708,-2.639358292,CN(C)CCOc1c2c(cc3nsnc13)N(C)CN2C,0.741046,0.451197
E11_BzNSN_g16_sbo_neutral_BFremaing_p363,1.199921934,-2.650078066,CCC(C)Oc1c2c(cc3nsnc13)N(CC)CN2CC,0.982299,0.61822
E11_BzNSN_g16_sbo_neutral_BFremaing_p364,1.179661984,-2.670338016,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.437775,0.991041
E11_BzNSN_g16_sbo_neutral_BFremaing_p365,1.280121459,-2.569878541,CCCC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CN2C,0.72717,0.488301
E11_BzNSN_g16_sbo_neutral_BFremaing_p366,1.211979945,-2.638020055,CCC(C)N1CN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.37882,0.874628
E11_BzNSN_g16_sbo_neutral_BFremaing_p367,1.260589675,-2.589410325,COc1c2c(c(OC)c3nsnc13)N(C)CN2C,0.75352,0.41196
E11_BzNSN_g16_sbo_neutral_BFremaing_p368,1.147996816,-2.702003184,CCCN1CN(C)c2cc3nsnc3c(OC)c21,0.925212,0.583996
E11_BzNSN_g16_sbo_neutral_BFremaing_p369,1.103868193,-2.746131807,CCC(C)N1CN(CC)c2c1c(C)c1nsnc1c2C,1.107257,0.672069
E11_BzNSN_g16_sbo_neutral_BFremaing_p370,1.169963167,-2.680036833,COc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2C,1.00723,0.642929
E11_BzNSN_g16_sbo_neutral_BFremaing_p371,1.149093147,-2.700906853,CCCN1CN(C)c2c1cc1nsnc1c2/[N+](CC)=C(\C)[O-],1.392622,0.91753
E11_BzNSN_g16_sbo_neutral_BFremaing_p372,1.080362515,-2.769637485,CCOc1c2c(c(CC)c3nsnc13)N(CC)CN2CC,0.971251,0.607676
E11_BzNSN_g16_sbo_neutral_BFremaing_p374,1.135126013,-2.714873987,CCC(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C(C)C,1.259294,0.830355
E11_BzNSN_g16_sbo_neutral_BFremaing_p375,1.087262952,-2.762737048,CCN1CN(C)c2cc3nsnc3c(C(C)C)c21,1.111602,0.687147
E11_BzNSN_g16_sbo_neutral_BFremaing_p376,1.272526052,-2.577473948,CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(CC)CN2C,1.450016,0.994426
E11_BzNSN_g16_sbo_neutral_BFremaing_p377,1.203525215,-2.646474785,CCCN1CN(C)c2c1c(C(C)C)c1nsnc1c2C,0.955339,0.535733
E11_BzNSN_g16_sbo_neutral_BFremaing_p379,1.22711307,-2.62288693,CCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],0.901394,0.49772
E11_BzNSN_g16_sbo_neutral_BFremaing_p380,1.08005503,-2.76994497,CCOC1N(C)c2cc3nsnc3c(C(C)C)c2N1C,1.077566,0.706739
E11_BzNSN_g16_sbo_neutral_BFremaing_p381,1.227824094,-2.622175906,CCC(C)N1CN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.248848,0.844398
E11_BzNSN_g16_sbo_neutral_BFremaing_p382,1.116657091,-2.733342909,CCN(C)c1c2c(cc3nsnc13)N(C)CN2CCOC,1.101522,0.671609
E11_BzNSN_g16_sbo_neutral_BFremaing_p383,1.122026637,-2.727973363,CCCc1c2c(c(C)c3nsnc13)N(C)CN2CCC,0.88398,0.477327
E11_BzNSN_g16_sbo_neutral_BFremaing_p384,1.225566669,-2.624433331,COc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,0.823215,0.409205
E11_BzNSN_g16_sbo_neutral_BFremaing_p385,1.202321944,-2.647678056,CCN1CN(CC(C)C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.186133,0.772141
E11_BzNSN_g16_sbo_neutral_BFremaing_p386,1.027936986,-2.822063014,CCOCCN1CN(CC)c2c1cc1nsnc1c2CC,0.922615,0.530566
E11_BzNSN_g16_sbo_neutral_BFremaing_p389,1.05181872,-2.79818128,CCCN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.057302,0.618471
E11_BzNSN_g16_sbo_neutral_BFremaing_p390,1.093564203,-2.756435797,CCC(C)OC1N(CC)c2cc3nsnc3cc2N1CC,0.938359,0.572426
E11_BzNSN_g16_sbo_neutral_BFremaing_p391,1.173618965,-2.676381035,CCOCCOc1c2c(cc3nsnc13)N(CC)CN2C,1.070682,0.710704
E11_BzNSN_g16_sbo_neutral_BFremaing_p392,1.177592316,-2.672407684,CCN1c2cc3nsnc3c(C)c2N(C)C1OC(C)C,0.966249,0.59552
E11_BzNSN_g16_sbo_neutral_BFremaing_p393,1.153155749,-2.696844251,COc1c2c(c(C)c3nsnc13)N(C)CN2CC(C)C,0.825231,0.428391
E11_BzNSN_g16_sbo_neutral_BFremaing_p394,1.178974362,-2.671025638,COC1N(C)c2cc3nsnc3c(C)c2N1CC(C)C,0.921543,0.550353
E11_BzNSN_g16_sbo_neutral_BFremaing_p395,1.155162288,-2.694837712,CCCN1CN(CCC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.219623,0.89285
E11_BzNSN_g16_sbo_neutral_BFremaing_p396,1.27896227,-2.57103773,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.260471,0.847954
E11_BzNSN_g16_sbo_neutral_BFremaing_p397,1.100144095,-2.749855905,CCC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,1.072279,0.688765
E11_BzNSN_g16_sbo_neutral_BFremaing_p398,1.070866692,-2.779133308,CCCN1CN(CCC)c2c1cc1nsnc1c2CC,1.127808,0.718249
E11_BzNSN_g16_sbo_neutral_BFremaing_p399,1.120553706,-2.729446294,CCOC1N(C)c2cc3nsnc3c(C)c2N1C,0.921779,0.626062
E11_BzNSN_g16_sbo_neutral_BFremaing_p400,1.11739206,-2.73260794,COC1N(C)c2c(cc3nsnc3c2C(C)C)N1CC(C)C,1.149265,0.781777
E11_BzNSN_g16_sbo_neutral_BFremaing_p401,1.115045111,-2.734954889,CCCCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,1.360801,1.02921
E11_BzNSN_g16_sbo_neutral_BFremaing_p402,1.114126195,-2.735873805,CCCN1CN(CC(C)C)c2c1cc1nsnc1c2C,0.764192,0.346009
E11_BzNSN_g16_sbo_neutral_BFremaing_p403,1.015210945,-2.834789055,CCCCc1c2c(cc3nsnc13)N(CC)CN2CC,1.321302,0.904606
E11_BzNSN_g16_sbo_neutral_BFremaing_p404,1.115249193,-2.734750807,CCC(C)c1c2c(cc3nsnc13)N(C)CN2C,0.908515,0.50722
E11_BzNSN_g16_sbo_neutral_BFremaing_p405,1.249483778,-2.600516222,CC(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.135054,0.722786
E11_BzNSN_g16_sbo_neutral_BFremaing_p406,1.236366987,-2.613633013,CCN1CN(CC)c2c1cc1nsnc1c2OC(C)=O,0.741656,0.501977
E11_BzNSN_g16_sbo_neutral_BFremaing_p408,1.223429789,-2.626570211,CCN1CN(C)c2c1c(/[NH+]=C(/[O-])C(C)C)c1nsnc1c2C,1.263191,0.930939
E11_BzNSN_g16_sbo_neutral_BFremaing_p409,1.08413668,-2.76586332,CCCN1CN(CC)c2c1cc1nsnc1c2OCC,0.900345,0.543091
E11_BzNSN_g16_sbo_neutral_BFremaing_p410,1.175316115,-2.674683885,CCCCc1c2c(c(CC)c3nsnc13)N(C)CN2CC,1.323758,0.854211
E11_BzNSN_g16_sbo_neutral_BFremaing_p411,1.297662214,-2.552337786,CCCN1CN(C)c2c1cc1nsnc1c2OC(C)=O,0.699904,0.499745
E11_BzNSN_g16_sbo_neutral_BFremaing_p412,1.09853919,-2.75146081,CCCc1c2c(c(CC)c3nsnc13)N(C)CN2C,0.887003,0.534721
E11_BzNSN_g16_sbo_neutral_BFremaing_p413,1.147440623,-2.702559377,CCCOC1N(C)c2cc3nsnc3cc2N1C,0.995366,0.733516
E11_BzNSN_g16_sbo_neutral_BFremaing_p414,1.133953491,-2.716046509,CCC(C)Oc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.01706,0.606995
E11_BzNSN_g16_sbo_neutral_BFremaing_p415,1.121878881,-2.728121119,CCCN1c2cc3nsnc3cc2N(C)C1OCC,1.003927,0.669042
E11_BzNSN_g16_sbo_neutral_BFremaing_p416,1.091676032,-2.758323968,CCC(C)N(C)CCN1CN(C)c2cc3nsnc3cc21,0.71693,0.365524
E11_BzNSN_g16_sbo_neutral_BFremaing_p417,1.268619369,-2.581380631,CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.169894,0.863011
E11_BzNSN_g16_sbo_neutral_BFremaing_p418,1.095668974,-2.754331026,CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,1.131715,0.711577
E11_BzNSN_g16_sbo_neutral_BFremaing_p419,1.17855368,-2.67144632,COc1c2c(cc3nsnc13)N(C)C(OC)N2CC(C)C,0.973406,0.652982
E11_BzNSN_g16_sbo_neutral_BFremaing_p420,1.218335074,-2.631664926,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.125681,0.774526
E11_BzNSN_g16_sbo_neutral_BFremaing_p421,1.033531839,-2.816468161,CCCN1CN(C(C)C)c2cc3nsnc3c(CC)c21,0.980888,0.551559
E11_BzNSN_g16_sbo_neutral_BFremaing_p422,1.207483055,-2.642516945,CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.269498,0.859682
E11_BzNSN_g16_sbo_neutral_BFremaing_p423,1.145103198,-2.704896802,CCC(C)N1CN(C)c2c1cc1nsnc1c2OCC(C)C,1.007697,0.594282
E11_BzNSN_g16_sbo_neutral_BFremaing_p424,1.071554586,-2.778445414,CCCCc1c2c(cc3nsnc13)N(C(C)CC)CN2C,0.976741,0.571819
E11_BzNSN_g16_sbo_neutral_BFremaing_p425,1.133027228,-2.716972772,CCOCCN1CN(CC)c2c1cc1nsnc1c2OC,0.949149,0.627785
E11_BzNSN_g16_sbo_neutral_BFremaing_p426,1.153935888,-2.696064112,CCCN1CN(C)c2c1cc1nsnc1c2OCC(C)C,1.110873,0.704242
E11_BzNSN_g16_sbo_neutral_BFremaing_p427,1.184614386,-2.665385614,CCN1CN(CCOC)c2cc3nsnc3c(OC)c21,0.829278,0.44118
E11_BzNSN_g16_sbo_neutral_BFremaing_p428,1.090251264,-2.759748736,CCCOc1c2c(cc3nsnc13)N(CCC)CN2CC,1.002755,0.646209
E11_BzNSN_g16_sbo_neutral_BFremaing_p429,1.124706104,-2.725293896,CC(C)CN1CN(C)c2c1cc1nsnc1c2N(C)C,1.041184,0.583354
E11_BzNSN_g16_sbo_neutral_BFremaing_p430,1.050305788,-2.799694212,CCc1c2c(c(CC)c3nsnc13)N(C(C)C)CN2C,1.027546,0.612617
E11_BzNSN_g16_sbo_neutral_BFremaing_p431,1.197912402,-2.652087598,CCCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,0.957072,0.544013
E11_BzNSN_g16_sbo_neutral_BFremaing_p432,1.232445882,-2.617554118,CCN1CN(C)c2cc3nsnc3c(OC(=O)C(C)C)c21,1.009377,0.692116
E11_BzNSN_g16_sbo_neutral_BFremaing_p433,1.112479386,-2.737520614,COc1c2c(cc3nsnc13)N(C(C)C)CN2CC(C)C,1.033649,0.599427
E11_BzNSN_g16_sbo_neutral_BFremaing_p434,1.134770909,-2.715229091,CCOc1c2c(c(C)c3nsnc13)N(CC)CN2CC,0.895625,0.505032
E11_BzNSN_g16_sbo_neutral_BFremaing_p435,1.184086765,-2.665913235,CCCN1c2cc3nsnc3c(C)c2N(CC)C1OC,1.22289,0.840325
E11_BzNSN_g16_sbo_neutral_BFremaing_p436,1.217677928,-2.632322072,CCCN1c2c(cc3nsnc3c2C)N(CC)C1OCC,1.462953,1.015349
E11_BzNSN_g16_sbo_neutral_BFremaing_p438,1.077958695,-2.772041305,CCCc1c2c(cc3nsnc13)N(CC)CN2CCN(C)C,1.004788,0.734654
E11_BzNSN_g16_sbo_neutral_BFremaing_p439,1.274486605,-2.575513395,CCC/C([O-])=[N+](/CC)c1c2c(cc3nsnc13)N(C)CN2C,1.695215,1.32335
E11_BzNSN_g16_sbo_neutral_BFremaing_p440,1.092804472,-2.757195528,CCCOc1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.129149,0.679773
E11_BzNSN_g16_sbo_neutral_BFremaing_p441,1.139712155,-2.710287845,CCCN1CN(C)c2c1c(C(C)C)c1nsnc1c2OC,0.99495,0.55265
E11_BzNSN_g16_sbo_neutral_BFremaing_p442,1.289421906,-2.560578094,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.126806,0.748817
E11_BzNSN_g16_sbo_neutral_BFremaing_p443,1.057045681,-2.792954319,COCCN1CN(C(C)C)c2cc3nsnc3cc21,0.901182,0.509866
E11_BzNSN_g16_sbo_neutral_BFremaing_p444,1.117363488,-2.732636512,CCCOCCN1CN(CC)c2c1cc1nsnc1c2C,0.83572,0.451901
E11_BzNSN_g16_sbo_neutral_BFremaing_p445,1.073177994,-2.776822006,CCCN1c2cc3nsnc3c(C)c2N(C)C1OCC,0.856836,0.520216
E11_BzNSN_g16_sbo_neutral_BFremaing_p446,1.179606474,-2.670393526,CCN1CN(CC)c2c1c(C)c1nsnc1c2OC(C)=O,0.906883,0.651956
E11_BzNSN_g16_sbo_neutral_BFremaing_p447,1.092089367,-2.757910633,CCCN(c1c2c(cc3nsnc13)N(C)CN2C)C(C)C,1.589188,1.129188
E11_BzNSN_g16_sbo_neutral_BFremaing_p448,1.157455903,-2.692544097,CCCN1CN(CCOC)c2c1cc1nsnc1c2OC,0.830216,0.458835
E11_BzNSN_g16_sbo_neutral_BFremaing_p449,1.225937555,-2.624062445,CCOc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,0.934788,0.51368
E11_BzNSN_g16_sbo_neutral_BFremaing_p450,1.09701864,-2.75298136,CCCCc1c2c(c(CC)c3nsnc13)N(C)CN2C,1.027571,0.672411
E11_BzNSN_g16_sbo_neutral_BFremaing_p451,1.195281915,-2.654718085,CCOc1c2c(c(C)c3nsnc13)N(C)CN2C,0.643419,0.308026
E11_BzNSN_g16_sbo_neutral_BFremaing_p452,1.0586563,-2.7913437,CCCN1CN(C)c2c1cc1nsnc1c2N(C)CC,1.021971,0.625102
E11_BzNSN_g16_sbo_neutral_BFremaing_p453,1.120718604,-2.729281396,CCc1c2c(cc3nsnc13)N(CCOC)CN2C,1.122235,0.694599
E11_BzNSN_g16_sbo_neutral_BFremaing_p454,1.245495733,-2.604504267,CCOc1c2c(cc3nsnc13)N(C(C)C)C(OC)N2C,1.033232,0.625461
E11_BzNSN_g16_sbo_neutral_BFremaing_p455,1.219715216,-2.630284784,CCN1CN(CC)c2c1cc1nsnc1c2/[N+](CC)=C(\C)[O-],1.314642,0.880793
E11_BzNSN_g16_sbo_neutral_BFremaing_p456,1.193843813,-2.656156187,CCC(C)N1CN(C)c2c1cc1nsnc1c2OC(C)=O,1.016753,0.674886
E11_BzNSN_g16_sbo_neutral_BFremaing_p457,1.171934877,-2.678065123,CCCOC1N(C)c2cc3nsnc3c(OC)c2N1CC,1.031731,0.730378
E11_BzNSN_g16_sbo_neutral_BFremaing_p458,1.041734323,-2.808265677,CCN1CN(CC(C)C)c2cc3nsnc3c(C)c21,0.987207,0.570884
E11_BzNSN_g16_sbo_neutral_BFremaing_p459,1.115380895,-2.734619105,CCc1c2c(cc3nsnc13)N(CCN(C)C)CN2C,0.795859,0.408982
E11_BzNSN_g16_sbo_neutral_BFremaing_p462,1.084397906,-2.765602094,CCCN1CN(CC)c2c1c(CC)c1nsnc1c2OC,0.936754,0.545317
E11_BzNSN_g16_sbo_neutral_BFremaing_p463,1.160601495,-2.689398505,COc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.938648,0.527429
E11_BzNSN_g16_sbo_neutral_BFremaing_p465,1.124632635,-2.725367365,CCCN1c2cc3nsnc3cc2N(C(C)CC)C1OC,1.127701,0.695
E11_BzNSN_g16_sbo_neutral_BFremaing_p466,1.117583625,-2.732416375,CCC(C)N1c2cc3nsnc3cc2N(C)C1OC,0.96709,0.604695
E11_BzNSN_g16_sbo_neutral_BFremaing_p467,1.170730246,-2.679269754,CCCN1CN(C)c2c1c(C)c1nsnc1c2C(C)C,0.960666,0.53233
E11_BzNSN_g16_sbo_neutral_BFremaing_p468,1.169677724,-2.680322276,CCN1c2c(cc3nsnc3c2C(C)C)N(C)C1OC,0.951617,0.569105
E11_BzNSN_g16_sbo_neutral_BFremaing_p469,1.133248726,-2.716751274,CN(C)CCOC1N(C)c2cc3nsnc3cc2N1C,0.847511,0.51932
E11_BzNSN_g16_sbo_neutral_BFremaing_p470,1.160616461,-2.689383539,CCCN1CN(CC)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.224547,0.837366
E11_BzNSN_g16_sbo_neutral_BFremaing_p471,1.072533094,-2.777466906,COCCN1CN(CC(C)C)c2cc3nsnc3cc21,0.832648,0.441741
E11_BzNSN_g16_sbo_neutral_BFremaing_p472,1.168781938,-2.681218062,COc1c2c(cc3nsnc13)N(C(C)C)C(OC)N2C,0.960266,0.606386
E11_BzNSN_g16_sbo_neutral_BFremaing_p473,1.056698468,-2.793301532,CCCCOCCN1CN(C)c2c1cc1nsnc1c2CC,0.86941,0.560841
E11_BzNSN_g16_sbo_neutral_BFremaing_p474,1.034504088,-2.815495912,CCCN1CN(CC)c2cc3nsnc3c(CC(C)C)c21,1.03607,0.699866
E11_BzNSN_g16_sbo_neutral_BFremaing_p475,1.276847703,-2.573152297,CC(C)C(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,0.754169,0.506329
E11_BzNSN_g16_sbo_neutral_BFremaing_p477,1.151281728,-2.698718272,CCC(C)c1c2c(c(OC(C)C)c3nsnc13)N(C)CN2C,1.215869,0.880904
E11_BzNSN_g16_sbo_neutral_BFremaing_p478,1.001280818,-2.848719182,CCC(C)N1CN(CC)c2c1cc1nsnc1c2N(C)C,1.13395,0.691983
E11_BzNSN_g16_sbo_neutral_BFremaing_p479,1.212266477,-2.637733523,CCOCCN1CN(C)c2cc3nsnc3c(OCC)c21,0.734608,0.386626
E11_BzNSN_g16_sbo_neutral_BFremaing_p480,1.212849064,-2.637150936,CCC(C)N1CN(C)c2c1c(OC)c1nsnc1c2OC,1.060775,0.685186
E11_BzNSN_g16_sbo_neutral_BFremaing_p482,1.243555589,-2.606444411,CCCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(C)CN2C,1.523112,1.1799
E11_BzNSN_g16_sbo_neutral_BFremaing_p483,1.20443896,-2.64556104,CCC(C)N1c2c(cc3nsnc3c2OC)N(C)C1OC,1.193521,0.755446
E11_BzNSN_g16_sbo_neutral_BFremaing_p484,1.217871126,-2.632128874,CCCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.055794,0.667435
E11_BzNSN_g16_sbo_neutral_BFremaing_p486,1.066451163,-2.783548837,CCN1CN(C)c2c1cc1nsnc1c2CCOC,1.201968,0.769656
E11_BzNSN_g16_sbo_neutral_BFremaing_p487,1.190091144,-2.659908856,CCOCCOc1c2c(cc3nsnc13)N(C)CN2C,1.268421,1.130274
E11_BzNSN_g16_sbo_neutral_BFremaing_p488,1.182866352,-2.667133648,CCN1CN(CC)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.207934,0.735113
E11_BzNSN_g16_sbo_neutral_BFremaing_p489,1.099086404,-2.750913596,CCCN(C)CCN1CN(CC)c2cc3nsnc3cc21,0.905688,0.535081
E11_BzNSN_g16_sbo_neutral_BFremaing_p490,1.095369109,-2.754630891,CCC(C)N1CN(C(C)C)c2cc3nsnc3c(C)c21,1.18424,0.714915
E11_BzNSN_g16_sbo_neutral_BFremaing_p491,1.122248951,-2.727751049,CCC(C)N(C)c1c2c(cc3nsnc13)N(C)CN2C,1.140084,0.697627
E11_BzNSN_g16_sbo_neutral_BFremaing_p492,1.086575602,-2.763424398,CCCCc1c2c(cc3nsnc13)N(C)C(OC)N2CC,1.177236,0.808813
E11_BzNSN_g16_sbo_neutral_BFremaing_p493,1.191319993,-2.658680007,CCCN1CN(CC)c2c1c(OC)c1nsnc1c2C,0.7444,0.347896
E11_BzNSN_g16_sbo_neutral_BFremaing_p494,1.078905366,-2.771094634,CCOc1c2c(cc3nsnc13)N(CC)CN2CC(C)C,1.061855,0.693982
E11_BzNSN_g16_sbo_neutral_BFremaing_p495,1.2540906,-2.5959094,CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC(C)C,0.975147,0.571276
E11_BzNSN_g16_sbo_neutral_BFremaing_p496,1.156677125,-2.693322875,CCCOc1c2c(cc3nsnc13)N(CC)CN2C,0.823713,0.440547
E11_BzNSN_g16_sbo_neutral_BFremaing_p497,1.154870858,-2.695129142,CCC(C)N1CN(C)c2cc3nsnc3c(OC)c21,1.080239,0.688367
E11_BzNSN_g16_sbo_neutral_BFremaing_p498,1.123668549,-2.726331451,COCCN1c2cc3nsnc3cc2N(C)C1OC(C)C,0.881282,0.530057
E11_BzNSN_g16_sbo_neutral_BFremaing_p499,1.082293951,-2.767706049,CCCCc1c2c(c(C)c3nsnc13)N(C)CN2CC,0.792294,0.432732
