Index,smiles,complexity,atoms,DelE_red(V),MW
962,CNc1c(N(C)C)cc(C)c2nsnc12,7,15,1.28,222.0939174
963,CC(C)COCCOc1ccc2nsnc2c1,3,17,1.67,252.0932488
964,COC1CN(C)c2cc3nsnc3c(C)c21,6,16,1.38,235.077933
965,CCc1cc(C(C)C)c(C)c2nsnc12,6,15,1.48,220.1034195
966,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.47,277.0997311
968,COc1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,6,19,1.46,280.0881634
969,CCc1ccc2nsnc2c1OC,4,13,1.63,194.0513839
970,CCOc1c2c(cc3nsnc13)OCCO2,4,16,1.56,238.0412132
971,CCCc1c(OC)cc(OC)c2nsnc12,6,16,1.53,238.0775987
972,Cc1c2c(cc3nsnc13)N(C)CCN2CCOC(C)C,7,21,1.28,306.1514323
973,CCCNc1c2c(cc3nsnc13)CCO2,4,16,1.46,235.077933
974,CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,3,21,1.33,301.1612687
975,CCCOCCN1CN(C)c2cc3nsnc3cc21,5,19,1.16,278.1201322
976,CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,6,21,1.28,305.1674167
977,CNc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2C1,5,21,1.3,302.1565177
978,CCC/C([O-])=[NH+]\c1ccc(OC)c2nsnc12,4,17,1.68,251.0728477
979,CC(C)Nc1c(N(C)C)ccc2nsnc12,5,16,1.5,236.1095675
980,CC1COc2c3c(c4nsnc4c2C1)CCC3,4,17,1.47,246.0826841
982,CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,4,22,1.42,316.1609344
983,CC(C)/C([O-])=[N+](/C)c1cccc2nsnc12,3,16,1.65,235.077933
984,CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC,6,20,1.1,292.1357823
985,CCCN(C)c1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,6,23,1.42,330.1878178
986,CCC(C)N1CN(C)c2c1cc1nsnc1c2OC,6,19,1.06,278.1201322
987,CCNc1c2c(cc3nsnc13)CCO2,4,15,1.41,221.062283
988,Cc1cc2nsnc2c2c1OC(C)C(C)O2,5,16,1.42,236.0619486
989,C[N+]1=C([O-])CCCc2ccc3nsnc3c21,3,16,1.77,233.062283
990,CCCNc1cc(OCC)cc2nsnc12,4,16,1.37,237.0935831
991,CCOc1c2c(c3nsnc3c1C)OCC2,6,16,1.57,236.0619486
992,COCCOCCOc1c2c(cc3nsnc13)C1CCC2CC1,4,23,1.6,334.1351136
993,CCCNc1c2c(c(CC(C)C)c3nsnc13)C1CCC2C1,4,22,1.21,315.1769188
994,CCCc1cc(OC)c2nsnc2c1NC,6,16,1.49,237.0935831
995,CCOCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,4,21,1.52,303.1405333
996,CCCc1cc(NC)c2nsnc2c1C,6,15,1.42,221.0986685
997,COCCc1c2c(cc3nsnc13)N(C)CN2C,7,18,1.16,264.1044821
998,COc1c2c(cc3nsnc13)C(C)CO2,4,15,1.54,222.0462986
999,Cc1c2c(c(C)c3nsnc13)CCC2,6,14,1.43,204.0721194
1001,CNc1c(C)c2c(c3nsnc13)OCC2,6,15,1.5,221.062283
1002,CN1CCOc2c(ccc3nsnc23)CC1,4,16,1.61,235.077933
1003,CCN(c1c2c(c(NC)c3nsnc13)C1CCC2C1)C(C)C,5,22,1.33,316.1721678
1004,CCc1c(OC(C)C)ccc2nsnc12,4,15,1.55,222.0826841
1005,CCNc1c2c(c(OC(C)CC)c3nsnc13)C1CCC2C1,4,22,1.38,317.1561834
1006,CCC1COc2cc3nsnc3c(OC)c2O1,5,17,1.56,252.0568632
1007,COc1c2c(c(C)c3nsnc13)C1CCC2C1,4,17,1.44,246.0826841
1008,CC(C)c1cc2c(c3nsnc13)CCC2,4,15,1.51,218.0877694
1009,CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)CC,3,22,1.39,315.1769188
1010,CC(C)Cc1cc(OC(C)C)cc2nsnc12,4,17,1.48,250.1139842
1011,COC1N(C)c2cc3nsnc3cc2N1C,6,16,1.16,236.073182
1012,CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,5,21,1.12,306.1514323
1013,CCCc1cc2nsnc2c2c1OCCN2,3,16,1.45,235.077933
1014,CCCCN1CCN(C)c2c1cc1nsnc1c2CC,6,20,1.26,290.1565177
1015,CCC(C)C1Oc2cc3nsnc3cc2OC1CC,4,19,1.53,278.1088988
1016,CCCCNc1c2c(c(C)c3nsnc13)N(C)CCN2C,8,21,1.32,305.1674167
1017,COc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,4,21,1.46,302.1452843
1018,CCCCC1COc2cc3nsnc3c(NC)c2O1,5,19,1.43,279.1041478
1019,COCCOc1ccc2nsnc2c1C,5,15,1.59,224.0619486
1020,CCNc1c2c(cc3nsnc13)C(C)CCO2,4,17,1.46,249.0935831
1021,CCc1c(C)c(C)c2nsnc2c1OC,8,15,1.51,222.0826841
1022,CCCN(C)c1ccc2nsnc2c1CC,5,16,1.5,235.1143185
1023,CCNc1cccc2nsnc12,2,12,1.52,179.0517183
1024,CC1CCc2c(c3c(c4nsnc24)OCC3)O1,4,17,1.48,248.0619486
1025,COc1c(C)c(N(C)C)cc2nsnc12,7,15,1.52,223.077933
1026,CN(C)c1cc2nsnc2c2c1OCCO2,4,16,1.41,237.0571976
1027,Cc1cc2c(c3nsnc13)OCC2C,4,14,1.59,206.0513839
1028,CC1COc2c(C(C)C)cc3nsnc3c2O1,4,17,1.51,250.0775987
1029,CCc1cc2c(c3nsnc13)N(CC)CCO2,4,17,1.45,249.0935831
1030,CC1CCOc2c3c(c4nsnc4c21)NCC3,4,17,1.38,247.077933
1031,CCCN(CC)c1cccc2nsnc12,3,15,1.66,221.0986685
1032,CCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,4,19,1.47,274.1139842
1033,Cc1c2c(c(C)c3nsnc13)N(C)CCO2,6,16,1.41,235.077933
1034,CCCCOC1N(C)c2cc3nsnc3cc2N1C,6,19,1.15,278.1201322
1035,COCCc1cc2nsnc2cc1N(C)C,6,16,1.55,237.0935831
1036,CCCCOc1ccc2nsnc2c1C,4,15,1.57,222.0826841
1037,CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2CC1,4,23,1.46,331.1718334
1038,C1Cc2c3c(c4nsnc4c2C1)NCC3,4,15,1.46,217.0673684
1039,CCC(C)N(C)CCc1c2c(cc3nsnc13)C1CCC2C1,4,22,1.41,315.1769188
1040,CCCN(CC)c1c2c(c(OC)c3nsnc13)C1CCC2C1,5,22,1.35,317.1561834
1041,COc1cc(N(C)C)c2nsnc2c1,5,14,1.49,209.062283
1042,CCCNc1c2c(c(NC)c3nsnc13)C1CCC2CC1,4,21,1.36,302.1565177
1043,CC(C)N1CCN(C)c2c1cc1nsnc1c2N(C)C,7,20,1.26,291.1517667
1044,CCOc1cc2nsnc2c(OCC)c1C,6,16,1.48,238.0775987
1045,CCOc1cc(C)c2nsnc2c1CC,6,15,1.5,222.0826841
1046,CCCCOc1c2c(cc3nsnc13)N(C)CCN2CC,6,21,1.26,306.1514323
1047,CCN(CC(C)C)c1cccc2nsnc12,3,16,1.54,235.1143185
1048,CNc1cc2c(c3nsnc13)OCCN2C,4,16,1.36,236.073182
1049,CCCc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,19,1.07,276.1408676
1050,CCc1cc2nsnc2c2c1OCCC2,4,15,1.46,220.067034
1051,CC(C)N(C)CCc1cccc2nsnc12,4,16,1.62,235.1143185
1052,CCC(C)Nc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,5,23,1.34,330.1878178
1053,COc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,18,1.16,264.1044821
1054,CCOc1c(C)cc2nsnc2c1OCC,6,16,1.61,238.0775987
1055,CNc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)C1CCC2C1,4,22,1.5,316.1357823
1056,CCCNc1c(CC)ccc2nsnc12,4,15,1.49,221.0986685
1057,Cc1c(N(C)C)ccc2nsnc12,5,13,1.56,193.0673684
1058,CC1COc2c(c3c(c4nsnc24)OCC3)O1,4,17,1.54,250.0412132
1059,COc1cc2nsnc2c2c1C(C)CO2,4,15,1.52,222.0462986
1061,COCCOc1c2c(c(OC)c3nsnc13)C1CCC2C1,5,21,1.53,306.1038134
1062,COc1cc2c(c3nsnc13)C(C)CCO2,4,16,1.44,236.0619486
